,sigma,Pd_sv_GW,ismear,encut,n_kpts,n_equ_kpts,job_name,job_id,energy_tot,avg. plane waves,energy_tot_wo_kin_corr,volume,el_conv
107,0.2,1,-5,300.0,11.0,56,job__14_083820__300_000000__11_0,14550211,-3.40870594,166.0909090909091,-2.32840594,14.083819930869728,6.92500000001317e-05
108,0.2,1,-5,300.0,11.0,56,job__14_236905__300_000000__11_0,14550214,-3.44928769,168.236664162284,-2.36898769,14.236905074072936,2.0889999999607056e-05
109,0.2,1,-5,300.0,11.0,56,job__14_389990__300_000000__11_0,14550217,-3.44287054,169.82344102178814,-2.36257054,14.389989939999356,7.730000000005788e-05
110,0.2,1,-5,300.0,11.0,56,job__14_543075__300_000000__11_0,14550220,-3.45338647,171.6671675432006,-2.37308647,14.543074898634806,0.99918876
111,0.2,1,-5,300.0,11.0,56,job__14_696160__300_000000__11_0,14550221,-3.43967304,173.1457550713749,-2.3593730400000004,14.696159977431396,8.627000000016594e-05
112,0.2,1,-5,300.0,11.0,56,job__14_849245__300_000000__11_0,14550224,-3.45635944,175.16528925619835,-2.37605944,14.84924505609169,9.266999999990588e-05
113,0.2,1,-5,300.0,11.0,56,job__15_002330__300_000000__11_0,14550226,-3.45755296,177.01051840721263,-2.37725296,15.00233007103269,2.1999999999522402e-07
114,0.2,1,-5,300.0,11.0,56,job__15_155415__300_000000__11_0,14550229,-3.46744057,178.9038317054846,-2.38714057,15.155414997935566,2.0000000011677346e-07
115,0.2,1,-5,300.0,11.0,56,job__15_308500__300_000000__11_0,14550231,-3.46389953,180.65289256198344,-2.38359953,15.308500067444031,2.607000000010018e-05
116,0.2,1,-5,300.0,11.0,56,job__15_461585__300_000000__11_0,14550234,-3.45467127,182.45604808414728,-2.37437127,15.461585051942876,0.00011552
117,0.2,1,-5,300.0,11.0,56,job__15_614670__300_000000__11_0,14550237,-3.44653781,184.2411720510894,-2.3662378100000003,15.61466994133548,0.0016525499999997
