,sigma,Au_sv_GW,ismear,encut,n_kpts,n_equ_kpts,job_name,job_id,energy_tot,avg. plane waves,energy_tot_wo_kin_corr,volume,el_conv
146,0.2,1,-5,320.0,11.0,56,job__19_776130__320_000000__11_0,14539919,-2.50147802,257.0495867768595,-2.30317802,19.77612988878544,1.11758594
147,0.2,1,-5,340.0,11.0,56,job__16_180470__340_000000__11_0,14539921,-2.45692514,230.3253193087904,-2.27832514,16.180470069950175,6.892999999985605e-05
148,0.2,1,-5,340.0,11.0,56,job__16_360253__340_000000__11_0,14539923,-2.47820188,232.9398948159279,-2.29960188,16.36025295388404,0.0667180900000001
149,0.2,1,-5,340.0,11.0,56,job__16_540036__340_000000__11_0,14539925,-2.49650031,235.32006010518407,-2.31790031,16.540035900560717,0.0651411999999997
150,0.2,1,-5,340.0,11.0,56,job__16_719819__340_000000__11_0,14539927,-2.51231709,238.1870773854245,-2.33371709,16.719819008406734,0.0635870400000002
151,0.2,1,-5,340.0,11.0,56,job__16_899602__340_000000__11_0,14539929,-2.52541045,240.69346356123216,-2.34681045,16.89960207716002,0.0620997400000002
152,0.2,1,-5,340.0,11.0,56,job__17_079385__340_000000__11_0,14539930,-2.5360684,242.98948159278737,-2.3574684,17.079385071350796,0.0062369499999999
153,0.2,1,-5,340.0,11.0,56,job__17_259168__340_000000__11_0,14539932,-2.54451318,245.3696468820436,-2.36591318,17.259168100301405,0.0592232799999998
154,0.2,1,-5,340.0,11.0,56,job__17_438951__340_000000__11_0,14539934,-2.55110341,248.1960931630353,-2.37250341,17.43895088988555,0.0062689099999997
155,0.2,1,-5,340.0,11.0,56,job__17_618734__340_000000__11_0,14539936,-2.55560733,250.73854244928623,-2.37700733,17.61873402496699,0.0062764500000001
156,0.2,1,-5,340.0,11.0,56,job__17_798517__340_000000__11_0,14539938,-2.55838029,253.4793388429752,-2.37978029,17.798516894651115,0.0062794099999998
157,0.2,1,-5,340.0,11.0,56,job__17_978300__340_000000__11_0,14539940,-2.55936404,255.9857250187829,-2.3807640400000003,17.978299963988007,0.0537324199999997
158,0.2,1,-5,340.0,11.0,56,job__18_158083__340_000000__11_0,14539942,-2.55874658,258.4740796393689,-2.3801465800000003,18.15808296150213,0.0062765899999996
159,0.2,1,-5,340.0,11.0,56,job__18_337866__340_000000__11_0,14539944,-2.55677155,261.19684447783624,-2.37817155,18.337865885509167,0.0511334599999999
160,0.2,1,-5,340.0,11.0,56,job__18_517649__340_000000__11_0,14539945,-2.55334037,263.70924117205107,-2.37474037,18.517648993743016,0.0498394700000002
161,0.2,1,-5,340.0,11.0,56,job__18_697432__340_000000__11_0,14539947,-2.54855712,266.10743801652893,-2.36995712,18.697431994219205,0.048588
162,0.2,1,-5,340.0,11.0,56,job__18_877215__340_000000__11_0,14539949,-2.5427704,268.9744552967693,-2.3641704000000003,18.87721508127356,0.0473079099999997
163,0.2,1,-5,340.0,11.0,56,job__19_056998__340_000000__11_0,14539951,-2.53568871,271.359128474831,-2.35708871,19.056998124961535,0.0461106199999998
164,0.2,1,-5,340.0,11.0,56,job__19_236781__340_000000__11_0,14539953,-2.52765349,273.9376408715252,-2.34905349,19.236780915397716,1.11212762
165,0.2,1,-5,340.0,11.0,56,job__19_416564__340_000000__11_0,14539955,-2.51848401,276.0473328324568,-2.33988401,19.41656396353312,0.0437248000000001
166,0.2,1,-5,340.0,11.0,56,job__19_596347__340_000000__11_0,14539957,-2.50864591,278.7430503380917,-2.33004591,19.596347134465297,1.1177924900000002
167,0.2,1,-5,340.0,11.0,56,job__19_776130__340_000000__11_0,14539958,-2.4979484,281.3576258452292,-2.3193484,19.77612988878544,1.12030934
168,0.2,1,-5,360.0,11.0,56,job__16_180470__360_000000__11_0,14539960,-2.4655079,251.13523666416228,-2.2920079,16.180470069950175,0.0672433400000001
169,0.2,1,-5,360.0,11.0,56,job__16_360253__360_000000__11_0,14539962,-2.48648073,253.6957175056349,-2.31298073,16.36025295388404,0.06565142
170,0.2,1,-5,360.0,11.0,56,job__16_540036__360_000000__11_0,14539964,-2.50473944,256.4365138993238,-2.33123944,16.540035900560717,0.0641032700000003
