,sigma,Ca_sv_GW,ismear,encut,n_kpts,n_equ_kpts,job_name,job_id,energy_tot,avg. plane waves,energy_tot_wo_kin_corr,volume,el_conv
136,0.2,1,-5,320.0,11.0,56,job__42_135600__320_000000__11_0,14541796,-6.84848903,547.6100676183321,-6.80158903,42.135599785982734,2.0000000056086265e-07
137,0.2,1,-5,320.0,11.0,56,job__42_556956__320_000000__11_0,14541800,-6.84812497,552.8392186326071,-6.80122497,42.556956149775516,2.600000001962144e-07
138,0.2,1,-5,320.0,11.0,56,job__42_978312__320_000000__11_0,14541804,-6.84742326,558.7896318557475,-6.80052326,42.97831196556285,5.6200000004835715e-06
139,0.2,1,-5,320.0,11.0,56,job__43_399668__320_000000__11_0,14541811,-6.8462071,563.9646882043576,-6.7993071,43.39966800570243,0.00025461999999976115
140,0.2,1,-5,320.0,11.0,56,job__43_821024__320_000000__11_0,14541813,-6.84465511,569.4823441021788,-6.79775511,43.821023905940436,3.600000004766457e-07
141,0.2,1,-5,320.0,11.0,56,job__44_242380__320_000000__11_0,14541815,-6.84271449,575.0105184072127,-6.79581449,44.242379977316475,4.1000000017277216e-07
142,0.2,1,-5,320.0,11.0,56,job__44_663736__320_000000__11_0,14541817,-6.84038401,580.3478587528174,-6.79348401,44.66373623576788,5.299999994434756e-07
143,0.2,1,-5,320.0,11.0,56,job__45_085092__320_000000__11_0,14541819,-6.83775826,586.0728775356874,-6.79085826,45.08509187473613,4.699999998081239e-07
144,0.2,1,-5,320.0,11.0,56,job__45_506448__320_000000__11_0,14541821,-6.83481441,591.8970698722765,-6.78791441,45.50644809268554,5.200000003924288e-07
145,0.2,1,-5,320.0,11.0,56,job__45_927804__320_000000__11_0,14541823,-6.83148259,597.198347107438,-6.78458259,45.92780424153807,7.0600000006137975e-06
146,0.2,1,-5,320.0,11.0,56,job__46_349160__320_000000__11_0,14541825,-6.82782667,602.3553719008264,-6.78092667,46.3491601728603,7.010000000029493e-06
147,0.2,1,-5,340.0,11.0,56,job__37_922040__340_000000__11_0,14541829,-6.8233594,539.6882043576259,-6.7790594,37.92204012086599,0.014221850000000202
148,0.2,1,-5,340.0,11.0,56,job__38_343396__340_000000__11_0,14541832,-6.82852663,546.167543200601,-6.78422663,38.3433960584714,0.5874351500000001
149,0.2,1,-5,340.0,11.0,56,job__38_764752__340_000000__11_0,14541837,-6.83303384,551.9015777610819,-6.78873384,38.76475179313074,8.081000000004224e-05
150,0.2,1,-5,340.0,11.0,56,job__39_186108__340_000000__11_0,14541841,-6.83699316,557.3471074380166,-6.79269316,39.18610790777517,8.350999999962028e-05
151,0.2,1,-5,340.0,11.0,56,job__39_607464__340_000000__11_0,14541844,-6.84043309,563.9646882043576,-6.7961330900000005,39.60746399404696,8.356000000020458e-05
152,0.2,1,-5,340.0,11.0,56,job__40_028820__340_000000__11_0,14541848,-6.84331611,569.5905334335087,-6.79901611,40.028819879660865,8.426000000039124e-05
153,0.2,1,-5,340.0,11.0,56,job__40_450176__340_000000__11_0,14541852,-6.84568077,576.1104432757326,-6.801380770000001,40.45017602158933,0.15309255999999927
154,0.2,1,-5,340.0,11.0,56,job__40_871532__340_000000__11_0,14541856,-6.84748342,581.4477836213373,-6.80318342,40.8715321241908,1.3029999999858433e-05
155,0.2,1,-5,340.0,11.0,56,job__41_292888__340_000000__11_0,14541859,-6.84864644,587.7137490608565,-6.80434644,41.292887959934625,7.089999999543295e-06
156,0.2,1,-5,340.0,11.0,56,job__41_714244__340_000000__11_0,14541863,-6.84925389,593.5920360631104,-6.80495389,41.71424377296478,7.436000000016207e-05
157,0.2,1,-5,340.0,11.0,56,job__42_135600__340_000000__11_0,14541867,-6.84939055,599.9211119459053,-6.80509055,42.135599785982734,6.739999999894053e-06
158,0.2,1,-5,340.0,11.0,56,job__42_556956__340_000000__11_0,14541870,-6.84906132,605.7453042824943,-6.80476132,42.556956149775516,7.20599999999294e-05
159,0.2,1,-5,340.0,11.0,56,job__42_978312__340_000000__11_0,14541874,-6.84829524,611.6476333583771,-6.80399524,42.97831196556285,7.077999999971496e-05
160,0.2,1,-5,340.0,11.0,56,job__43_399668__340_000000__11_0,14541878,-6.84712428,617.6205860255448,-6.80282428,43.39966800570243,0.000266319999999709
161,0.2,1,-5,340.0,11.0,56,job__43_821024__340_000000__11_0,14541881,-6.84556198,623.8595041322315,-6.8012619800000005,43.821023905940436,6.992000000050069e-05
162,0.2,1,-5,340.0,11.0,56,job__44_242380__340_000000__11_0,14541885,-6.84361679,630.152516904583,-6.79931679,44.242379977316475,6.938999999928086e-05
163,0.2,1,-5,340.0,11.0,56,job__44_663736__340_000000__11_0,14541889,-6.84130838,636.3193087903832,-6.79700838,44.66373623576788,6.794000000009959e-05
164,0.2,1,-5,340.0,11.0,56,job__45_085092__340_000000__11_0,14541893,-6.83862547,641.5574755822689,-6.79432547,45.08509187473613,0.00030178999999996847
165,0.2,1,-5,340.0,11.0,56,job__45_506448__340_000000__11_0,14541897,-6.83563095,647.9286250939143,-6.79133095,45.50644809268554,0.00030767000000064826
